Car_Name,Year,Selling_Price,Driven_KMs,Fuel_Type,Transmission,Engine_Size_L,Mileage_kmpl
Mercedes-Benz E-Class,2022,4388819.52,17723,Petrol,Automatic,3.0,8.8
Toyota Fortuner,2015,577234.23,52509,Electric,Manual,0.0,173.5
Ford Focus,2012,337722.99,255046,Diesel,Manual,2.8,11.1
Ford Mustang,2013,381765.05,151994,Petrol,Manual,2.3,12.0
Hyundai Verna,2020,397450.87,42399,Petrol,Automatic,1.1,13.1
Ford Mustang,2016,491974.23,122630,Diesel,Manual,2.0,12.3
Ford Fiesta,2019,1385456.73,126777,Petrol,Automatic,3.0,11.4
Ford EcoSport,2009,154247.87,336502,Diesel,Automatic,2.1,13.7
Maruti Suzuki Swift,2018,286590.29,78652,Diesel,Automatic,1.7,13.8
Volkswagen Tiguan,2024,2158679.02,15236,Electric,Automatic,0.0,159.4
Volkswagen Polo,2020,722939.27,43738,Diesel,Automatic,1.7,14.1
Honda City,2009,120000.0,207178,Petrol,Manual,1.6,13.7
Mercedes-Benz GLE,2009,472632.29,153315,Petrol,Manual,2.2,11.8
Maruti Suzuki Ertiga,2017,323093.91,114667,Diesel,Automatic,2.1,15.6
Ford Mustang,2008,120000.0,246776,CNG,Automatic,1.6,24.4
Hyundai Tucson,2023,1563287.48,19185,Electric,Automatic,0.0,173.7
Mercedes-Benz GLC,2021,1964193.49,89571,Petrol,Manual,2.0,12.3
Tata Punch,2013,147748.71,124689,CNG,Manual,1.7,20.6
Mercedes-Benz GLC,2023,4418699.21,42565,Hybrid,Automatic,2.2,17.9
Hyundai Creta,2010,137680.03,197651,Diesel,Automatic,1.8,16.0
Hyundai i20,2013,195311.6,188827,Petrol,Automatic,1.8,8.5
Maruti Suzuki Brezza,2015,155283.99,"227,144 km",Hybrid,Manual,1.7,19.9
Hyundai i20,2019,380702.25,80179,Diesel,Manual,1.5,16.5
Ford Mustang,2017,556387.96,73913,Petrol,Automatic,1.6,14.8
Hyundai Venue,2012,120000.0,"223,446 km",  Petrol ,Manual,1.2,16.9
Audi A4,2020,3165495.23,71842,Petrol,Automatic,3.5,8.6
Ford Endeavour,2024,1877705.37,19733,Petrol,Manual,2.7,15.0
Tata Harrier,2014,146707.13,"134,770 km",Diesel,Automatic,1.0,18.9
Audi Q3,2008,421985.93,180944,Petrol,Manual,2.8,12.8
Maruti Suzuki Dzire,2011,120000.0,225931,Diesel,Manual,1.8,11.2
Hyundai i20,2011,148593.74,69095,Diesel,Manual,1.4,15.2
Ford EcoSport,2014,387399.93,200853,Diesel,Manual,2.1,13.5
Honda Amaze,2017,293532.72,133720,Diesel,Automatic,1.3,13.3
Audi A6,2010,636483.94,213530,,Manual,3.4,8.3
Ford Endeavour,2011,360946.16,197385,Petrol,Automatic,3.3,10.5
Mercedes-Benz GLE,2024,6538856.01,21948,Diesel,Manual,3.5,11.3
Volkswagen Tiguan,2014,190308.63,169844,Petrol,Automatic,1.2,16.4
Volkswagen Virtus,2022,866053.62,46098,Diesel,Manual,1.7,16.6
BMW 3 Series,2014,909224.29,85798,Petrol,Manual,2.6,11.1
Tata Nexon,2021,389985.49,66240,Diesel,Manual,1.4,14.5
Honda CR-V,2022,647613.6,49081,Petrol,Automatic,1.4,14.2
Ford EcoSport,2022,1821979.99,39663,Petrol,Automatic,2.5,10.4
Tata Safari,2010,140657.6,185371,Petrol,Automatic,2.2,14.5
Toyota RAV4,2024,1731819.13,30534,Hybrid,Automatic,1.7,
Audi Q5,2023,2121941.58,54552,Diesel,Automatic,1.6,12.8
Mercedes-Benz GLC,2018,1038961.94,147216,Petrol,Manual,1.9,12.0
Mercedes-Benz GLC,2020,1746191.42,84062,Petrol,Manual,2.2,11.5
BMW 1 Series,2015,1171014.58,"113,611 km",Diesel,Manual,3.2,15.2
Tata Harrier,2016,253700.7,123742 KM,Diesel,Manual,1.7,12.0
Toyota Fortuner,2020,528210.64,62138,Petrol,Automatic,1.3,13.9
Honda Amaze,2023,568956.35,33485,Petrol,Manual,1.2,12.5
Audi A3,2013,479657.61,88714,Diesel,Manual,1.6,13.4
Tata Altroz,2015,321150.42,81337,Diesel,Automatic,2.2,15.9
Maruti Suzuki Dzire,2023,523153.73,25061,Petrol,Manual,1.8,13.8
Tata Altroz,2014,184543.07,156898,Petrol,Manual,1.7,11.2
Honda Accord,2019,555996.63,84591,Petrol,Manual,1.8,15.2
Hyundai Verna,2010,120000.0,227071,Petrol,Automatic,1.2,12.3
Maruti Suzuki Swift,2011,120000.0,153162,Diesel,Manual,1.3,17.9
Hyundai Creta,2023,668314.55,25595,Diesel,Manual,1.3,15.8
Volkswagen Vento,2011,125187.61,189662,Petrol,Automatic,1.4,13.2
Maruti Suzuki Dzire,2009,120000.0,197505,Petrol,Manual,1.5,11.9
Audi Q3,2014,1025054.93,185268,Petrol,Automatic,2.9,
Audi A3,2015,1131327.1,"132,899 km",CNG,Automatic,,22.6
Ford Fiesta,2016,859165.11,81227,Petrol,Manual,3.4,10.1
Toyota Fortuner,2021,850294.45,57199,Petrol,Manual,1.8,10.3
Honda Amaze,2024,940532.7,16950,Petrol,Manual,1.6,12.1
Mercedes-Benz A-Class,2013,450235.23,92877,Petrol,Manual,1.6,15.0
Audi Q3,2012,559713.4,97634,CNG,Automatic,2.0,26.6
BMW 5 Series,2013,1209931.56,73155,Petrol,Automatic,3.2,9.5
Audi A6,2013,779101.97,117805 KM,Diesel,Automatic,,12.1
Honda CR-V,2018,563496.01,76840,Diesel,Automatic,1.7,13.0
Maruti Suzuki Baleno,2020,271418.23,77009,Diesel,Automatic,1.1,17.2
Volkswagen Vento,2011,182262.34,96098,Hybrid,Manual,1.6,20.6
Hyundai Tucson,2013,166579.81,155677,Hybrid,Automatic,1.3,21.3
Tata Altroz,2010,120000.0,284449,Petrol,Manual,1.6,14.7
Maruti Suzuki Dzire,2019,176756.21,125047,Petrol,Automatic,1.1,13.4
Audi A6,2023,3253448.23,36453,Petrol,Automatic,2.3,16.4
Hyundai Verna,2017,339446.01,128149,Petrol,Manual,2.0,15.5
BMW 5 Series,2013,683906.5,122480,Diesel,Manual,2.1,14.7
Honda City,2008,128291.2,57109,Diesel,Automatic,1.3,16.6
Honda Civic,2016,364725.41,160758,Diesel,Automatic,1.7,16.0
Volkswagen Vento  ,2011,187357.77,203808,Diesel,Manual,1.7,16.2
Maruti Suzuki Swift,2022,379036.96,17115,Diesel,Automatic,1.5,14.0
Tata Altroz,2008,120000.0,170598,CNG,Automatic,1.7,24.6
Maruti Suzuki Swift,2024,436658.8,17251,Petrol,Automatic,1.1,
Maruti Suzuki Baleno,2018,181099.1,83008,Petrol,Manual,1.2,14.3
Ford Fiesta,2020,739548.82,101779 KM,Petrol,Manual,2.1,12.3
Hyundai Verna,2021,633710.76,20757,Hybrid,Manual,1.4,22.4
Toyota Fortuner,2024,1268127.55,18837,Petrol,Automatic,1.7,14.7
Audi A4,2024,3454461.54,"24,342 km",Petrol,Manual,2.5,15.5
Ford Mustang,2021,1619968.5,37718,Diesel,Manual,3.1,11.6
Toyota Fortuner,2019,657594.94,118190,Diesel,Automatic,1.7,9.1
Maruti Suzuki Baleno,2017,269156.85,116671,Hybrid,Manual,1.8,22.4
Maruti Suzuki Baleno,2011,120000.0,185049,Petrol,Manual,2.0,9.3
Honda Accord,2015,349504.14,118263,Diesel,Automatic,1.8,14.1
Hyundai Verna,2012,141684.89,113393,Diesel,Manual,1.6,16.1
Maruti Suzuki Baleno,2010,120000.0,226260,Petrol,Manual,1.2,11.8
Toyota Fortuner,2014,257651.11,"197,756 km",Diesel,Manual,1.7,14.8
Honda Amaze,2018,794336.95,65756,Diesel,Automatic,2.4,9.0
Maruti Suzuki Brezza,2017,209924.78,52434,Petrol,Automatic,1.3,9.4
Mercedes-Benz GLE,2014,1024274.61,154233,Petrol,Automatic,2.6,9.9
Hyundai Verna,2015,231796.71,109982,Petrol,Manual,1.6,15.8
Tata Altroz,2019,475581.67,85296,Petrol,Manual,2.0,10.7
Honda Civic,2012,120000.0,259763,Petrol,Manual,1.4,10.7
BMW 5 Series,2024,4902091.15,25791,Hybrid,Automatic,2.7,24.5
Hyundai Verna,2023,1169925.38,32321,Petrol,Automatic,2.1,12.2
Audi A3,2010,378246.03,200789,CNG,Automatic,1.9,19.1
Volkswagen Vento,2019,495966.18,78852,Petrol,Automatic,1.3,14.1
Volkswagen Virtus,2020,556768.58,92619,Petrol,Manual,1.5,16.4
Ford Fiesta,2013,219011.7,136275,Diesel,Manual,1.6,14.1
Toyota RAV4,2014,304763.57,123068,Petrol,Manual,1.7,8.8
Toyota Fortuner,2016,372502.06,157947,Diesel,Automatic,1.4,13.0
Volkswagen Virtus,2008,120000.0,"110,049 km",Petrol,Automatic,1.2,12.3
Mercedes-Benz GLE,2009,352098.11,193238,CNG,Manual,2.3,27.4
Ford Fiesta,2016,744341.44,108895,Petrol,Manual,2.8,8.5
Toyota RAV4,2010,120000.0,219507,Diesel,Automatic,1.2,15.8
Maruti Suzuki Dzire,2018,235892.62,143780,Diesel,Automatic,1.7,15.2
Ford Endeavour,2024,1536536.92,18466,Petrol,Automatic,1.6,8.4
Volkswagen Taigun,2022,626245.57,14521,CNG,Manual,1.5,27.0
Ford Focus,2020,1100017.12,64524,Petrol,Manual,2.7,6.6
Mercedes-Benz A-Class,2017,1400548.98,173275,Petrol,Manual,2.6,12.1
Hyundai Tucson,2008,120000.0,"305,337 km",Petrol,Automatic,1.5,14.8
Mercedes-Benz E-Class,2023,2474488.57,23867,Hybrid,Manual,1.6,23.5
Toyota Yaris,2010,120000.0,284714,CNG,Manual,1.0,22.3
Ford Focus,2019,1335521.89,38673,Petrol,Manual,,11.1
Toyota Yaris,2014,220306.59,161253,,Automatic,1.4,22.4
BMW 5 Series,2017,2218938.56,86803,Hybrid,Automatic,3.3,19.2
Maruti Suzuki Brezza,2010,120000.0,162459,Diesel,Manual,1.0,16.1
Mercedes-Benz GLE,2023,5306808.78,46245,Hybrid,Automatic,3.1,23.6
Audi Q3,2016,1008669.2,87506,CNG,Manual,2.4,18.3
Audi Q5,2013,960756.0,"129,016 km",Petrol,Automatic,2.7,13.8
Volkswagen Polo,2011,194320.06,166609,Petrol,Manual,2.0,11.5
Honda Amaze,2009,120000.0,273491,CNG,Manual,1.5,23.0
Mercedes-Benz A-Class,2009,321016.94,156254,Petrol,Manual,1.8,15.7
Hyundai Venue,2013,176141.99,188319,Hybrid,Automatic,1.3,20.8
Maruti Suzuki Ertiga,2011,120000.0,125082,Diesel,Manual,1.0,17.3
Honda Civic,2020,564294.19,92649,,Manual,1.8,11.2
Maruti Suzuki Ertiga,2014,120000.0,197545,Hybrid,Manual,1.0,23.1
Hyundai i20,2012,194098.83,103034,Diesel,Automatic,1.6,18.3
Honda Civic,2009,120000.0,231630,Petrol,Manual,1.4,13.7
Honda Accord,2022,1110969.74,70342,Diesel,Automatic,2.1,8.8
BMW 1 Series,2017,1042615.64,109564,Petrol,Manual,2.3,17.6
Tata Safari,2012,143046.54,220262,Diesel,Automatic,1.6,13.6
Honda Amaze,2022,710062.47,58617,Diesel,Manual,1.5,14.6
Mercedes-Benz GLE,2010,530714.88,136822,Diesel,Automatic,1.6,15.5
Mercedes-Benz C-Class,2018,2243072.14,124006,Petrol,Manual,3.1,9.1
BMW 3 Series,2009,583224.5,197704,Diesel,Automatic,2.9,11.7
Volkswagen Virtus,2015,328087.82,144938,Petrol,Automatic,1.7,14.8
Audi A6,2013,984934.81,83107,CNG,Automatic,2.7,27.5
Volkswagen Vento,2023,492777.58,41396,CNG,Manual,1.0,21.1
Audi Q5,2023,3102871.14,14244,Diesel,Automatic,1.8,15.7
Mercedes-Benz A-Class  ,2012,815038.59,210739,Electric,Automatic,0.0,181.1
Toyota Camry,2017,386063.7,154915,Petrol,Manual,1.6,13.9
Audi A3,2014,1072348.19,140298,Hybrid,Manual,2.8,23.6
Mercedes-Benz GLC,2019,1924320.47,67518,Petrol,Manual,2.9,9.6
Toyota Camry,2011,205658.68,122901,Petrol,Manual,1.8,9.2
Hyundai Tucson,2014,120000.0,176407,CNG,Manual,1.1,25.4
Maruti Suzuki Dzire,2023,288318.8,55065,CNG,Manual,1.1,21.1
Hyundai i20  ,2020,433636.91,97042,Petrol,Manual,1.4,17.4
Mercedes-Benz A-Class,2024,5160269.46,23113,Electric,Automatic,0.0,174.8
Hyundai Creta,2012,120000.0,165854,CNG,Manual,1.0,21.7
Toyota Yaris,2020,463990.41,93942,Petrol,Automatic,1.2,12.7
Audi A6,2022,3845742.68,47227,Petrol,Automatic,2.7,8.2
Audi A3,2017,1658832.04,"82,163 km",Electric,Manual,0.0,164.4
BMW X5,2009,383973.54,152041,Diesel,Manual,2.2,12.6
Tata Harrier,2009,135579.01,131888,Hybrid,Automatic,1.8,21.2
Tata Altroz,2019,342481.97,37403,Diesel,Manual,1.4,14.0
Audi Q3,2020,3247826.34,68285,Petrol,Automatic,3.5,10.8
Toyota Fortuner,2009,147900.28,142529,Petrol,Automatic,1.6,12.3
Maruti Suzuki Baleno,2022,353416.18,49463,Hybrid,Automatic,1.0,20.6
Mercedes-Benz GLC,2015,637490.94,140735,Diesel,Manual,1.6,16.5
Maruti Suzuki Ertiga,2017,237489.36,56637,Diesel,Automatic,1.4,16.0
Mercedes-Benz C-Class,2018,1806712.11,96264,Diesel,Manual,,13.3
Audi A6,2013,628845.48,199472,Petrol,Automatic,2.1,13.2
Audi A6,2014,1087039.9,176616,Electric,Automatic,0.0,156.6
Ford EcoSport,2020,1303121.66,61125,Electric,Automatic,0.0,186.6
Hyundai i20,2014,223491.57,143261,Petrol,Automatic,1.6,10.9
Maruti Suzuki Dzire,2011,120000.0,205970,Hybrid,Automatic,1.4,21.5
Toyota RAV4,2009,120000.0,268862,Petrol,Automatic,1.4,11.4
BMW 3 Series,2008,390768.86,302216,Petrol,Automatic,3.0,11.9
Maruti Suzuki Baleno,2010,120000.0,158597,CNG,Automatic,1.7,26.3
Toyota Yaris,2018,313048.53,116798,Petrol,Manual,1.1,15.8
BMW X5,2020,2520628.91,95044,Electric,Automatic,0.0,150.5
Hyundai Creta,2008,120000.0,"149,492 km",Petrol,Automatic,1.2,13.6
BMW 5 Series,2014,703571.07,146633,Petrol,Automatic,1.6,13.6
Honda Accord,2019,606178.87,81273,Petrol,Manual,2.1,9.9
Mercedes-Benz E-Class,2020,2649355.82,73435,Hybrid,Automatic,2.1,19.1
Honda Accord,2012,173776.59,"188,138 km",Petrol,Manual,1.7,11.8
Toyota Corolla,2024,1246238.21,15397,Diesel,Manual,1.6,15.6
Toyota Camry,2016,330101.83,69407,Petrol,Manual,1.3,13.3
Ford Mustang,2011,427657.35,162689,Hybrid,Automatic,2.6,18.9
Hyundai Verna,2023,535994.41,41036,  Diesel ,Manual,1.2,12.8
Tata Safari,2009,120000.0,113607,Petrol,Automatic,1.5,11.1
Tata Harrier,2014,249903.69,"168,961 km",Petrol,Automatic,2.2,11.3
Maruti Suzuki Brezza,2023,378897.93,48080,Petrol,Automatic,,15.3
Audi A6,2010,533314.93,212994,Petrol,Automatic,2.5,9.8
BMW 1 Series,2022,2727719.43,33801,Electric,Manual,0.0,179.4
Honda CR-V,2015,371672.68,127426,  CNG ,Automatic,2.2,31.0
Hyundai i20,2019,313525.22,92800,Diesel,Manual,1.3,15.9
BMW X5,2021,1556577.1,98089,Diesel,Manual,2.0,13.2
Toyota Corolla,2018,288484.65,118308,Petrol,Automatic,1.0,17.6
Toyota RAV4,2013,209312.69,154883,Petrol,Manual,1.5,11.1
Honda Accord,2019,331119.78,124570 KM,Petrol,Manual,1.3,14.7
Honda Accord,2015,217961.15,61392,Diesel,Manual,1.1,17.1
Maruti Suzuki Baleno,2012,120000.0,112818,Diesel,Automatic,1.4,13.6
Mercedes-Benz GLE,2012,950854.9,218192,Diesel,Manual,3.3,14.1
Hyundai Venue,2014,220238.08,172327,Petrol,Manual,1.8,13.1
Tata Safari,2014,202798.29,"140,621 km",Petrol,Manual,1.8,16.7
BMW X3,2022,5471032.86,9944,  Hybrid ,Automatic,3.7,18.6
Honda Civic,2022,691473.73,77674,Petrol,Manual,1.8,10.9
Audi Q5,2015,916543.66,102933,CNG,Manual,2.4,23.5
Volkswagen Vento,2016,235150.14,117228,Petrol,Manual,1.2,12.3
Maruti Suzuki Baleno,2021,367894.66,58138,Petrol,Automatic,1.5,10.6
Honda Accord,2024,1719952.83,23288,  Electric ,Manual,0.0,138.3
BMW 5 Series,2012,1078994.54,195359,Petrol,Automatic,4.3,7.0
Tata Nexon,2024,518711.58,"12,239 km",Hybrid,Manual,1.0,25.7
Maruti Suzuki Dzire,2020,329562.34,80485,Diesel,Automatic,1.6,16.9
Mercedes-Benz GLE,2014,1470830.4,65811,Petrol,Automatic,3.0,10.3
Ford Mustang,2019,1644164.14,48594,Petrol,Manual,3.9,7.3
BMW 3 Series,2015,1035312.32,202423,Diesel,Automatic,2.5,14.2
Volkswagen Tiguan,2012,205461.84,182731,Petrol,Automatic,1.7,16.1
Maruti Suzuki Swift,2008,120000.0,206067 KM,Diesel,Automatic,1.9,12.9
Volkswagen Taigun,2024,1297450.94,26132,Diesel,Automatic,1.7,18.8
Tata Altroz,2019,320180.15,70997 KM,Petrol,Manual,1.4,13.7
Mercedes-Benz E-Class,2022,2816121.77,45051,Diesel,Automatic,2.1,10.5
Volkswagen Virtus,2018,536671.14,97903,Petrol,Manual,1.8,10.2
Volkswagen Tiguan,2023,997637.61,21031,Diesel,Automatic,1.7,13.9
Honda City,2014,146464.11,250255,Petrol,Manual,1.3,13.7
Audi Q5,2009,745635.44,194636,Hybrid,Automatic,3.6,24.4
Audi Q3,2016,1699219.13,84181 KM,Diesel,Automatic,,10.1
Hyundai i20,2022,503301.98,63637,Petrol,Manual,1.5,11.8
Mercedes-Benz C-Class,2024,5283510.75,21848,Hybrid,Manual,3.0,23.7
Mercedes-Benz C-Class,2014,1019734.54,"150,288 km",Diesel,Manual,2.6,14.5
Honda Civic,2018,483300.29,111825,Diesel,Automatic,1.6,16.1
BMW X5,2014,1201400.2,148564,Petrol,Automatic,3.0,9.6
Mercedes-Benz E-Class,2011,970389.63,134308,Petrol,Automatic,2.7,10.9
Honda City,2018,358719.81,100421,Petrol,Manual,1.5,14.9
Ford Fiesta,2024,1670719.79,17238,Petrol,Manual,2.4,13.9
Audi A3,2014,1017514.24,149575,Petrol,Manual,2.8,7.6
Toyota Camry,2022,838633.38,17298,CNG,Manual,1.6,21.1
Tata Safari,2022,636259.17,44439,Diesel,Manual,1.7,16.4
Tata Nexon,2009,120000.0,247404,Petrol,Manual,1.5,14.5
Volkswagen Polo,2020,817765.28,72308,Petrol,Automatic,2.1,15.4
Audi A3,2013,648050.56,138566,Diesel,Manual,1.9,15.4
Volkswagen Vento,2014,269546.99,158810,Petrol,Automatic,1.7,10.8
Honda CR-V,2018,324987.96,71411,Diesel,Automatic,1.0,17.6
Mercedes-Benz E-Class,2016,852924.27,98301,Petrol,Manual,1.6,12.0
Toyota RAV4,2009,120000.0,175663,Petrol,Automatic,1.0,13.7
Toyota Corolla,2021,649380.73,83981,CNG,Manual,1.6,31.2
Hyundai i20,2018,364687.16,47197,Diesel,Manual,1.4,13.1
Volkswagen Tiguan,2017,427982.74,154869,Petrol,Automatic,1.6,15.2
Honda Civic,2014,179139.36,188374,Petrol,Manual,1.3,12.1
Hyundai Tucson,2015,155461.31,"122,225 km",Petrol,Manual,1.1,12.2
Toyota RAV4,2012,406485.2,169409,Electric,Automatic,0.0,182.6
Ford Focus,2018,996850.05,67866,Electric,Manual,0.0,164.2
BMW 3 Series,2022,3091119.94,45923,Hybrid,Manual,2.5,20.7
Mercedes-Benz GLE,2016,1384062.07,126069,Petrol,Automatic,2.1,14.9
Ford Focus,2022,1825311.61,67806,Petrol,Manual,3.5,9.3
Hyundai Verna,2012,185656.61,147238,Diesel,Automatic,1.5,7.8
Volkswagen Polo,2009,120000.0,280849,CNG,Automatic,1.2,21.5
Toyota Yaris,2023,1255837.95,51048,  Petrol ,Manual,2.1,7.4
Tata Harrier,2015,233194.0,89456,Petrol,Manual,1.7,13.5
Mercedes-Benz GLE,2017,2003237.5,"132,400 km",Electric,Automatic,0.0,145.8
BMW X5,2015,1310779.29,97529,Electric,Manual,0.0,135.7
Ford Fiesta,2017,978592.72,93425,Diesel,Manual,3.1,7.9
Mercedes-Benz C-Class  ,2024,3538984.47,21127,Petrol,Manual,2.3,12.3
Volkswagen Vento,2016,329887.46,79442,Petrol,Automatic,1.2,12.2
Audi A6,2015,887158.5,123004,Petrol,Manual,2.2,13.9
Audi Q5,2020,1795406.02,123064,CNG,Manual,2.6,23.7
Volkswagen Vento,2015,415822.36,155420,Petrol,Automatic,,11.9
BMW X5,2012,408158.2,246537,Petrol,Automatic,1.8,14.7
BMW X5,2011,756894.73,98638,Diesel,Automatic,2.5,
Volkswagen Taigun,2014,176972.6,177156,Petrol,Manual,1.5,11.5
Volkswagen Polo,2008,120000.0,201778,Diesel,Manual,1.5,13.7
Maruti Suzuki Brezza,2010,120000.0,288062,Diesel,Automatic,1.2,12.7
Honda Accord,2021,1290767.22,"42,546 km",Electric,Automatic,0.0,162.7
Maruti Suzuki Swift,2019,317571.15,102835 KM,Petrol,Automatic,1.7,12.7
Mercedes-Benz A-Class,2015,1230307.27,122547,Petrol,Manual,2.7,10.9
Tata Harrier,2010,124380.83,117730,Diesel,Automatic,1.7,12.0
Hyundai Venue,2019,513599.97,125905 KM,Diesel,Manual,2.0,13.5
Ford Mustang,2016,703471.93,112514,Diesel,Manual,2.6,10.1
Honda Accord,2023,968631.16,37474,Diesel,Automatic,1.5,13.1
Tata Safari,2024,880819.97,21055,Diesel,Manual,1.9,10.4
Toyota Camry,2021,399320.16,54085 KM,  Diesel ,Manual,1.0,15.0
Maruti Suzuki Dzire,2015,140874.47,98653 KM,Diesel,Manual,1.4,13.0
Toyota Fortuner,2008,120000.0,285933,Diesel,Automatic,1.3,14.1
Hyundai Venue,2018,395418.87,"108,350 km",Diesel,Manual,1.6,13.0
Honda Civic,2013,188413.3,163454,Petrol,Manual,1.6,12.4
Volkswagen Polo,2017,332700.07,131290,Diesel,Automatic,1.2,14.3
Ford Mustang,2014,341560.63,188087,Diesel,Automatic,2.2,12.6
Audi A4,2018,2591409.63,172087,Diesel,Automatic,3.3,13.8
Honda Civic,2010,120000.0,146222,Diesel,Automatic,1.2,17.7
BMW 5 Series,2022,1786293.49,50434,CNG,Manual,1.6,25.7
Mercedes-Benz GLC,2016,1027392.0,130494,Diesel,Automatic,1.8,15.4
Hyundai i20,2020,662575.6,38512,Hybrid,Automatic,1.5,18.4
Volkswagen Polo,2010,134053.48,332085,  Diesel ,Manual,1.7,13.3
Audi A4,2023,2929765.51,26008,CNG,Manual,2.7,23.0
Tata Safari,2012,120000.0,227013,Petrol,Manual,1.5,10.5
Maruti Suzuki Swift,2011,120000.0,190047,Petrol,Manual,1.6,8.2
Toyota Camry,2018,424158.18,94615,Petrol,Manual,1.8,11.7
Hyundai Verna,2022,797588.56,48207,Hybrid,Automatic,1.5,23.4
Volkswagen Polo,2011,120000.0,202342,CNG,Automatic,1.3,25.7
Ford EcoSport,2023,2230842.15,21676,Electric,Automatic,0.0,142.0
Honda Accord,2021,691422.69,60859,Petrol,Automatic,1.6,15.8
Toyota Corolla,2013,156933.6,204492,Petrol,Manual,1.5,13.5
Maruti Suzuki Swift,2008,120000.0,71975,Diesel,Manual,1.7,12.8
Ford Fiesta,2024,2386692.5,4630,Diesel,Manual,3.0,11.0
Toyota RAV4,2013,203053.35,114737,Diesel,Automatic,1.2,17.2
Toyota Corolla,2022,902757.67,37834,Petrol,Manual,1.7,10.0
Hyundai Venue,2021,531073.4,82744,Hybrid,Automatic,1.4,19.7
Hyundai Creta,2013,154566.79,176143,Diesel,Automatic,1.4,14.0
Ford Endeavour,2024,1842096.78,30128,Electric,Manual,0.0,198.3
BMW 5 Series,2024,3130522.64,33740,Diesel,Manual,2.5,11.7
Volkswagen Taigun,2024,947620.51,"26,379 km",Petrol,Manual,1.6,12.5
Maruti Suzuki Baleno,2009,120000.0,103823,Diesel,Manual,1.3,15.5
BMW X3,2023,4568072.18,28519,Petrol,Automatic,3.3,9.8
Mercedes-Benz A-Class,2018,1124599.0,140143,Petrol,Automatic,1.6,12.1
Honda CR-V,2010,178450.41,145276,Petrol,Manual,1.9,10.4
BMW X5,2011,470737.6,215233,Diesel,Automatic,1.9,11.6
Hyundai Venue,2008,120000.0,206578,Petrol,Automatic,1.6,13.9
Tata Altroz,2012,120000.0,150994,Petrol,Manual,1.0,14.5
Hyundai Creta  ,2021,498726.49,66798,Diesel,Manual,1.4,15.4
Hyundai Creta,2008,120000.0,284432,CNG,Manual,1.5,16.4
Honda Accord,2009,139915.58,"150,376 km",Diesel,Manual,1.8,14.8
Maruti Suzuki Dzire,2014,164928.18,68544,Petrol,Manual,1.7,10.4
Toyota Corolla,2012,215706.7,116860,Diesel,Manual,1.5,15.3
Maruti Suzuki Brezza,2023,594118.78,23745,Hybrid,Manual,1.6,24.1
Hyundai Tucson,2016,293593.61,91216,Diesel,Automatic,1.3,14.9
BMW X3  ,2022,2239613.39,50335,Petrol,Manual,2.2,10.7
Toyota Camry,2021,918553.33,61897,Petrol,Automatic,1.8,10.7
Honda City,2011,172292.45,111536,CNG,Manual,1.7,24.7
Hyundai Venue,2014,209435.98,137543,Diesel,Manual,1.6,12.5
Volkswagen Virtus,2018,948817.01,151408,Electric,Automatic,0.0,167.9
Toyota Corolla,2019,497322.68,98707,Petrol,Automatic,1.3,11.4
BMW 3 Series,2022,3274619.82,26045,Petrol,Automatic,2.8,9.1
Tata Safari,2023,507544.35,46601,Petrol,Manual,1.3,11.0
Hyundai Creta,2019,452397.33,60822,Petrol,Manual,1.6,11.6
Tata Harrier,2012,129811.17,98432,Petrol,Automatic,1.5,14.7
Maruti Suzuki Baleno,2018,236907.96,121744,CNG,Automatic,1.7,30.2
Maruti Suzuki Ertiga,2012,120000.0,203518,Diesel,Manual,1.5,16.5
Maruti Suzuki Dzire  ,2011,134919.79,207142,Diesel,Automatic,2.2,13.5
Toyota Fortuner,2013,312903.09,128823,Diesel,Automatic,1.7,15.0
Toyota Corolla,2018,420752.19,64245,Petrol,Automatic,1.1,16.5
Hyundai Creta,2020,511440.17,55447,Petrol,Manual,1.6,12.5
Hyundai Verna,2008,120000.0,"161,475 km",Petrol,Automatic,1.5,14.5
Maruti Suzuki Swift,2009,120000.0,170175,Petrol,Automatic,1.5,10.7
Volkswagen Tiguan,2016,315476.85,96444,Petrol,Manual,1.5,14.6
Honda City,2023,899794.39,48178,Diesel,Manual,1.5,17.3
Audi Q3,2020,1608748.45,83672,Diesel,Manual,1.9,11.7
Volkswagen Vento,2013,302164.76,57940,Petrol,Automatic,1.5,15.7
Toyota Fortuner,2017,437719.41,85017,Diesel,Automatic,1.4,14.5
Honda Accord,2010,120000.0,182109,Petrol,Manual,1.3,9.1
Honda Civic,2014,573562.52,87531,Electric,Automatic,0.0,147.8
Hyundai i20,2019,401053.18,68051,Diesel,Manual,1.5,15.7
Toyota RAV4,2012,440236.19,132654,Electric,Automatic,0.0,142.0
Hyundai Verna,2014,435926.1,94056 KM,Electric,Manual,0.0,160.9
BMW 5 Series,2017,1431572.86,93953,Petrol,Manual,2.3,9.2
Honda Accord,2011,202446.0,160933,Petrol,Manual,2.1,17.4
Audi Q3,2023,6148373.09,26051,Petrol,Automatic,4.1,9.4
Hyundai Tucson,2014,178790.81,164232,Diesel,Manual,1.4,12.3
Mercedes-Benz A-Class,2019,2655084.12,75357,Petrol,Manual,3.0,11.8
Toyota Corolla,2020,486172.28,104628,Petrol,Manual,1.3,12.2
